,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,149034000,149084000,100000,100000,100000,150000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3450000,3500000,100000,100000,100000,150000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
31,149084000,149134000,100000,100000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3500000,3550000,100000,100000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
61,148884000,148984000,100000,100000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,3300000,3400000,100000,100000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,100010,200010,100000,100000,10,100010
91,148884000,148984000,100000,100000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,3300000,3400000,100000,100000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,100010,200010,100000,100000,10,100010
121,149084000,149134000,100000,100000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3500000,3550000,100000,100000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
151,149084000,149134000,100000,100000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3500000,3550000,100000,100000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
181,148884000,148984000,100000,100000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,3300000,3400000,100000,100000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,100010,200010,100000,100000,10,100010
211,148884000,148984000,100000,100000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,3300000,3400000,100000,100000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,100010,200010,100000,100000,10,100010
241,149084000,149134000,100000,100000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3500000,3550000,100000,100000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
271,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
301,149084000,1168322000,100000,100000,150000,300000,145584000,1164672000,150000,150000,3100000,3100000,3250000,3250000,3500000,3650000,100000,100000,150000,300000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,250020,100000,100000,10,150020
331,148884000,1168072000,100000,100000,200000,300000,145584000,1164672000,200000,200000,2800000,2800000,3000000,3000000,3300000,3400000,100000,100000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,100010,100000,100000,100000,10,0
2,149084000,149134000,100000,100000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,3500000,3550000,100000,100000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,100010,350030,100000,100000,10,250030
