,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,444748000,444798000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,13950000,14000000,1000000,1000000,100000,150000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
31,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
61,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
91,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
121,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
151,444748000,444798000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,13950000,14000000,1000000,1000000,100000,150000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
181,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
211,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
241,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
271,443998000,444098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,12000000,12000000,12100000,12100000,13200000,13300000,1000000,1000000,100000,200000,0,0,100000,100000,12000000,12000000,12100000,12100000,1000010,1100010,1000000,1000000,10,100010
301,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
331,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
361,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
391,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
421,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
451,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
481,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
511,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
541,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
571,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
601,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
631,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
661,444748000,444798000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,13950000,14000000,1000000,1000000,100000,150000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
691,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
721,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
751,444798000,444848000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,12700000,12700000,12850000,12850000,14000000,14050000,1000000,1000000,150000,200000,0,0,150000,150000,12700000,12700000,12850000,12850000,1000010,1250030,1000000,1000000,10,250030
781,443998000,444098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,12000000,12000000,12100000,12100000,13200000,13300000,1000000,1000000,100000,200000,0,0,100000,100000,12000000,12000000,12100000,12100000,1000010,1100010,1000000,1000000,10,100010
811,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
841,444198000,444298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,12000000,12000000,12200000,12200000,13400000,13500000,1000000,1000000,200000,300000,0,0,200000,200000,12000000,12000000,12200000,12200000,1000010,1100010,1000000,1000000,10,100010
