,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,289458000,290283000,1000000,1000000,2919000,3744000,263395000,263395000,3744000,3744000,18400000,18400000,22144000,22144000,26063000,26888000,1000000,1000000,2919000,3744000,0,0,3744000,3744000,18400000,18400000,22144000,22144000,1000010,2650020,1000000,1000000,10,1650020
31,309355000,329975000,1000000,1000000,13135000,14625000,263395000,263395000,14625000,17055000,17200000,33900000,31825000,50955000,45960000,66580000,1000000,1000000,13135000,14625000,0,0,14625000,17055000,17200000,33900000,31825000,50955000,1000010,5278060,1000000,1000000,10,4278060
61,295096000,295409000,1000000,1000000,10944000,11257000,263395000,263395000,11257000,11257000,8500000,8500000,19757000,19757000,31701000,32014000,1000000,1000000,10944000,11257000,0,0,11257000,11257000,8500000,8500000,19757000,19757000,1000010,13063070,1000000,1000000,10,12063070
91,290770000,290923000,1000000,1000000,3711000,3864000,263395000,263395000,3864000,3864000,18800000,18800000,22664000,22664000,27375000,27528000,1000000,1000000,3711000,3864000,0,0,3864000,3864000,18800000,18800000,22664000,22664000,1000010,5682130,1000000,1000000,10,4682130
121,286448000,286803000,1000000,1000000,1299000,1654000,263395000,263395000,1654000,1654000,19100000,19100000,20754000,20754000,23053000,23408000,1000000,1000000,1299000,1654000,0,0,1654000,1654000,19100000,19100000,20754000,20754000,1000010,4228120,1000000,1000000,10,3228120
151,282604000,283222000,1000000,1000000,18209000,18827000,263395000,263395000,0,0,0,0,0,0,19209000,19827000,1000000,1000000,18209000,18827000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
181,311614000,327970000,1000000,1000000,15549000,16170000,263395000,263395000,16170000,17905000,15500000,29500000,31670000,47405000,48219000,64575000,1000000,1000000,15549000,16170000,0,0,16170000,17905000,15500000,29500000,31670000,47405000,1000010,6446070,1000000,1000000,10,5446070
211,275113000,275170000,1000000,1000000,10718000,10775000,263395000,263395000,0,0,0,0,0,0,11718000,11775000,1000000,1000000,10718000,10775000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
241,267252000,267674000,1000000,1000000,2857000,3279000,263395000,263395000,0,0,0,0,0,0,3857000,4279000,1000000,1000000,2857000,3279000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
271,266170000,529998000,1000000,1000000,1775000,2208000,263395000,526790000,0,0,0,0,0,0,2775000,3208000,1000000,1000000,1775000,2208000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
