,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,176934000,176984000,100000,100000,100000,150000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31350000,31400000,100000,100000,100000,150000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
31,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
61,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
91,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
121,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
151,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
181,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
211,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
241,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
271,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
301,176984000,1196222000,100000,100000,150000,300000,145584000,1164672000,150000,150000,31000000,31000000,31150000,31150000,31400000,31550000,100000,100000,150000,300000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,250020,100000,100000,10,150020
331,174084000,1193272000,100000,100000,200000,300000,145584000,1164672000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,100000,100000,100000,10,0
2,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
32,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
62,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
92,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
122,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
152,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
182,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
212,174084000,174184000,100000,100000,200000,300000,145584000,145584000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,200010,100000,100000,10,100010
242,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
272,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
302,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
332,174084000,1193272000,100000,100000,200000,300000,145584000,1164672000,200000,200000,28000000,28000000,28200000,28200000,28500000,28600000,100000,100000,200000,300000,0,0,200000,200000,28000000,28000000,28200000,28200000,100010,100000,100000,100000,10,0
3,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
33,176934000,176984000,100000,100000,100000,150000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31350000,31400000,100000,100000,100000,150000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
63,176984000,177034000,100000,100000,150000,200000,145584000,145584000,150000,150000,31000000,31000000,31150000,31150000,31400000,31450000,100000,100000,150000,200000,0,0,150000,150000,31000000,31000000,31150000,31150000,100010,350030,100000,100000,10,250030
