,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,558148000,558198000,100000,100000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127350000,127400000,100000,100000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
31,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
61,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
91,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
121,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
151,558148000,558198000,100000,100000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127350000,127400000,100000,100000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
181,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
211,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
241,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
271,551098000,551198000,100000,100000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,120300000,120400000,100000,100000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,100010,200010,100000,100000,10,100010
301,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
331,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
361,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
391,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
421,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
451,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
481,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
511,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
541,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
571,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
601,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
631,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
661,558148000,558198000,100000,100000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127350000,127400000,100000,100000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
691,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
721,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
751,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
781,551098000,551198000,100000,100000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,120300000,120400000,100000,100000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,100010,200010,100000,100000,10,100010
811,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
841,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
871,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
901,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
931,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
961,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
991,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
1021,558198000,558248000,100000,100000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,127400000,127450000,100000,100000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,100010,350030,100000,100000,10,250030
1051,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
1081,551298000,551398000,100000,100000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,120500000,120600000,100000,100000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,100010,200010,100000,100000,10,100010
