,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,720506000,724506000,10000000,10000000,17000000,19000000,634506000,634506000,17000000,57000000,42000000,4000000,59000000,61000000,86000000,90000000,10000000,10000000,17000000,19000000,0,0,17000000,57000000,42000000,4000000,59000000,61000000,10000010,57000020,10000000,10000000,10,47000020
31,687506000,703506000,10000000,10000000,19000000,19000000,634506000,634506000,19000000,39000000,5000000,1000000,24000000,40000000,53000000,69000000,10000000,10000000,19000000,19000000,0,0,19000000,39000000,5000000,1000000,24000000,40000000,10000010,32000010,10000000,10000000,10,22000010
61,901506000,902506000,10000000,10000000,10000000,11000000,634506000,634506000,11000000,11000000,236000000,236000000,247000000,247000000,267000000,268000000,10000000,10000000,10000000,11000000,0,0,11000000,11000000,236000000,236000000,247000000,247000000,10000010,96000040,10000000,10000000,10,86000040
91,931506000,932506000,10000000,10000000,19000000,20000000,634506000,634506000,20000000,20000000,248000000,248000000,268000000,268000000,297000000,298000000,10000000,10000000,19000000,20000000,0,0,20000000,20000000,248000000,248000000,268000000,268000000,10000010,32000010,10000000,10000000,10,22000010
121,927506000,928506000,10000000,10000000,1000000,2000000,634506000,634506000,2000000,2000000,280000000,280000000,282000000,282000000,293000000,294000000,10000000,10000000,1000000,2000000,0,0,2000000,2000000,280000000,280000000,282000000,282000000,10000010,92000030,10000000,10000000,10,82000030
151,737506000,738506000,10000000,10000000,7000000,8000000,634506000,634506000,8000000,8000000,78000000,78000000,86000000,86000000,103000000,104000000,10000000,10000000,7000000,8000000,0,0,8000000,8000000,78000000,78000000,86000000,86000000,10000010,18000020,10000000,10000000,10,8000020
181,845506000,845506000,10000000,10000000,20000000,20000000,634506000,634506000,20000000,20000000,161000000,161000000,181000000,181000000,211000000,211000000,10000000,10000000,20000000,20000000,0,0,20000000,20000000,161000000,161000000,181000000,181000000,10000010,37000040,10000000,10000000,10,27000040
211,727506000,727506000,10000000,10000000,20000000,20000000,634506000,634506000,20000000,20000000,43000000,43000000,63000000,63000000,93000000,93000000,10000000,10000000,20000000,20000000,0,0,20000000,20000000,43000000,43000000,63000000,63000000,10000010,11000010,10000000,10000000,10,1000010
241,663506000,664506000,10000000,10000000,8000000,9000000,634506000,634506000,8000000,8000000,3000000,3000000,11000000,11000000,29000000,30000000,10000000,10000000,8000000,9000000,0,0,8000000,8000000,3000000,3000000,11000000,11000000,10000010,11000010,10000000,10000000,10,1000010
271,828506000,829506000,10000000,10000000,8000000,9000000,634506000,634506000,9000000,9000000,167000000,167000000,176000000,176000000,194000000,195000000,10000000,10000000,8000000,9000000,0,0,9000000,9000000,167000000,167000000,176000000,176000000,10000010,26000040,10000000,10000000,10,16000040
301,857506000,858506000,10000000,10000000,9000000,10000000,634506000,634506000,10000000,10000000,194000000,194000000,204000000,204000000,223000000,224000000,10000000,10000000,9000000,10000000,0,0,10000000,10000000,194000000,194000000,204000000,204000000,10000010,26000040,10000000,10000000,10,16000040
331,901506000,902506000,10000000,10000000,8000000,9000000,634506000,634506000,9000000,9000000,240000000,240000000,249000000,249000000,267000000,268000000,10000000,10000000,8000000,9000000,0,0,9000000,9000000,240000000,240000000,249000000,249000000,10000010,43000020,10000000,10000000,10,33000020
361,663506000,664506000,10000000,10000000,8000000,9000000,634506000,634506000,8000000,8000000,3000000,3000000,11000000,11000000,29000000,30000000,10000000,10000000,8000000,9000000,0,0,8000000,8000000,3000000,3000000,11000000,11000000,10000010,11000010,10000000,10000000,10,1000010
