,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,2120058000,2120883000,10000000,10000000,2919000,3744000,263395000,263395000,3744000,3744000,1840000000,1840000000,1843744000,1843744000,1856663000,1857488000,10000000,10000000,2919000,3744000,0,0,3744000,3744000,1840000000,1840000000,1843744000,1843744000,10000010,11650020,10000000,10000000,10,1650020
31,2021155000,3695075000,10000000,10000000,13135000,14625000,263395000,263395000,14625000,17055000,1720000000,3390000000,1734625000,3407055000,1757760000,3431680000,10000000,10000000,13135000,14625000,0,0,14625000,17055000,1720000000,3390000000,1734625000,3407055000,10000010,14278060,10000000,10000000,10,4278060
61,1145596000,1145909000,10000000,10000000,10944000,11257000,263395000,263395000,11257000,11257000,850000000,850000000,861257000,861257000,882201000,882514000,10000000,10000000,10944000,11257000,0,0,11257000,11257000,850000000,850000000,861257000,861257000,10000010,22063070,10000000,10000000,10,12063070
91,2160970000,2161123000,10000000,10000000,3711000,3864000,263395000,263395000,3864000,3864000,1880000000,1880000000,1883864000,1883864000,1897575000,1897728000,10000000,10000000,3711000,3864000,0,0,3864000,3864000,1880000000,1880000000,1883864000,1883864000,10000010,14682130,10000000,10000000,10,4682130
121,2186348000,2186703000,10000000,10000000,1299000,1654000,263395000,263395000,1654000,1654000,1910000000,1910000000,1911654000,1911654000,1922953000,1923308000,10000000,10000000,1299000,1654000,0,0,1654000,1654000,1910000000,1910000000,1911654000,1911654000,10000010,13228120,10000000,10000000,10,3228120
151,291604000,292222000,10000000,10000000,18209000,18827000,263395000,263395000,0,0,0,0,0,0,28209000,28827000,10000000,10000000,18209000,18827000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
181,1855114000,3257470000,10000000,10000000,15549000,16170000,263395000,263395000,16170000,17905000,1550000000,2950000000,1566170000,2967905000,1591719000,2994075000,10000000,10000000,15549000,16170000,0,0,16170000,17905000,1550000000,2950000000,1566170000,2967905000,10000010,15446070,10000000,10000000,10,5446070
211,284113000,284170000,10000000,10000000,10718000,10775000,263395000,263395000,0,0,0,0,0,0,20718000,20775000,10000000,10000000,10718000,10775000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
241,276252000,276674000,10000000,10000000,2857000,3279000,263395000,263395000,0,0,0,0,0,0,12857000,13279000,10000000,10000000,2857000,3279000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
271,275170000,538998000,10000000,10000000,1775000,2208000,263395000,526790000,0,0,0,0,0,0,11775000,12208000,10000000,10000000,1775000,2208000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
301,1940342000,2204374000,10000000,10000000,3155000,3792000,263395000,526790000,3792000,3792000,1660000000,1660000000,1663792000,1663792000,1676947000,1677584000,10000000,10000000,3155000,3792000,0,0,3792000,3792000,1660000000,1660000000,1663792000,1663792000,10000010,14355140,10000000,10000000,10,4355140
331,2001783000,2529465000,10000000,10000000,13748000,14640000,263395000,790185000,14640000,14640000,1700000000,1700000000,1714640000,1714640000,1738388000,1739280000,10000000,10000000,13748000,14640000,0,0,14640000,14640000,1700000000,1700000000,1714640000,1714640000,10000010,25225120,10000000,10000000,10,15225120
361,2212005000,2475770000,10000000,10000000,4120000,4490000,263395000,526790000,4490000,4490000,1930000000,1930000000,1934490000,1934490000,1948610000,1948980000,10000000,10000000,4120000,4490000,0,0,4490000,4490000,1930000000,1930000000,1934490000,1934490000,10000010,10825010,10000000,10000000,10,825010
391,315423000,843038000,10000000,10000000,978000,1803000,263395000,790185000,1050000,1050000,40000000,40000000,41050000,41050000,52028000,52853000,10000000,10000000,978000,1803000,0,0,1050000,1050000,40000000,40000000,41050000,41050000,10000010,10000000,10000000,10000000,10,0
421,273933000,801988000,10000000,10000000,538000,1803000,263395000,790185000,0,0,0,0,0,0,10538000,11803000,10000000,10000000,538000,1803000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
2,2128802000,2129233000,10000000,10000000,2488000,2919000,263395000,263395000,2919000,2919000,1850000000,1850000000,1852919000,1852919000,1865407000,1865838000,10000000,10000000,2488000,2919000,0,0,2919000,2919000,1850000000,1850000000,1852919000,1852919000,10000010,11950020,10000000,10000000,10,1950020
32,1809016000,3224739000,10000000,10000000,12486000,13135000,263395000,263395000,13135000,18209000,1510000000,2920000000,1523135000,2938209000,1545621000,2961344000,10000000,10000000,12486000,13135000,0,0,13135000,18209000,1510000000,2920000000,1523135000,2938209000,10000010,15074070,10000000,10000000,10,5074070
62,1114814000,1715514000,10000000,10000000,10475000,10944000,263395000,263395000,10944000,11175000,820000000,1420000000,830944000,1431175000,851419000,1452119000,10000000,10000000,10475000,10944000,0,0,10944000,11175000,820000000,1420000000,830944000,1431175000,10000010,22215100,10000000,10000000,10,12215100
92,2034337000,2034539000,10000000,10000000,15370000,15572000,263395000,263395000,15572000,15572000,1730000000,1730000000,1745572000,1745572000,1770942000,1771144000,10000000,10000000,15370000,15572000,0,0,15572000,15572000,1730000000,1730000000,1745572000,1745572000,10000010,15112070,10000000,10000000,10,5112070
122,1995644000,3697016000,10000000,10000000,950000,1299000,263395000,263395000,1299000,2322000,1720000000,3420000000,1721299000,3422322000,1732249000,3433621000,10000000,10000000,950000,1299000,0,0,1299000,2322000,1720000000,3420000000,1721299000,3422322000,10000010,12879110,10000000,10000000,10,2879110
152,689739000,689813000,10000000,10000000,18135000,18209000,263395000,263395000,18209000,18209000,380000000,380000000,398209000,398209000,426344000,426418000,10000000,10000000,18135000,18209000,0,0,18209000,18209000,380000000,380000000,398209000,398209000,10000010,18629120,10000000,10000000,10,8629120
182,2003743000,3246849000,10000000,10000000,14799000,15549000,263395000,263395000,15549000,17905000,1700000000,2940000000,1715549000,2957905000,1740348000,2983454000,10000000,10000000,14799000,15549000,0,0,15549000,17905000,1700000000,2940000000,1715549000,2957905000,10000010,15699080,10000000,10000000,10,5699080
212,1500521000,1509027000,10000000,10000000,9310000,17816000,263395000,263395000,17816000,17816000,1200000000,1200000000,1217816000,1217816000,1237126000,1245632000,10000000,10000000,9310000,17816000,0,0,17816000,17816000,1200000000,1200000000,1217816000,1217816000,10000010,18772010,10000000,10000000,10,8772010
242,275818000,276252000,10000000,10000000,2423000,2857000,263395000,263395000,0,0,0,0,0,0,12423000,12857000,10000000,10000000,2423000,2857000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
272,2138027000,3286753000,10000000,10000000,1775000,2857000,263395000,790185000,2857000,3711000,1860000000,2480000000,1862857000,2483711000,1874632000,2496568000,10000000,10000000,1775000,2857000,0,0,2857000,3711000,1860000000,2480000000,1862857000,2483711000,10000010,13704140,10000000,10000000,10,3704140
302,2150572000,2414518000,10000000,10000000,3313000,3864000,263395000,526790000,3864000,3864000,1870000000,1870000000,1873864000,1873864000,1887177000,1887728000,10000000,10000000,3313000,3864000,0,0,3864000,3864000,1870000000,1870000000,1873864000,1873864000,10000010,14284120,10000000,10000000,10,4284120
332,2010462000,2274966000,10000000,10000000,12979000,14088000,263395000,526790000,14088000,14088000,1710000000,1710000000,1724088000,1724088000,1747067000,1748176000,10000000,10000000,12979000,14088000,0,0,14088000,14088000,1710000000,1710000000,1724088000,1724088000,10000010,24456110,10000000,10000000,10,14456110
