,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,112649000,113046000,10000000,10000000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,11997000,12394000,10000000,10000000,1997000,2394000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
31,115191000,115345000,10000000,10000000,4539000,4693000,100652000,100652000,0,0,0,0,0,0,14539000,14693000,10000000,10000000,4539000,4693000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
61,363741000,364846000,10000000,10000000,992000,2097000,100652000,100652000,2097000,2097000,250000000,250000000,252097000,252097000,263089000,264194000,10000000,10000000,992000,2097000,0,0,2097000,2097000,250000000,250000000,252097000,252097000,10000010,17088060,10000000,10000000,10,7088060
91,112720000,113016000,10000000,10000000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,12068000,12364000,10000000,10000000,2068000,2364000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
2,475299000,475952000,10000000,10000000,1997000,2650000,100652000,100652000,2650000,2650000,360000000,360000000,362650000,362650000,374647000,375300000,10000000,10000000,1997000,2650000,0,0,2650000,2650000,360000000,360000000,362650000,362650000,10000010,11154030,10000000,10000000,10,1154030
32,160078000,160152000,10000000,10000000,4676000,4750000,100652000,100652000,4750000,4750000,40000000,40000000,44750000,44750000,59426000,59500000,10000000,10000000,4676000,4750000,0,0,4750000,4750000,40000000,40000000,44750000,44750000,10000010,10245010,10000000,10000000,10,245010
62,351644000,353741000,10000000,10000000,0,992000,100652000,100652000,992000,2097000,240000000,240000000,240992000,242097000,250992000,253089000,10000000,10000000,0,992000,0,0,992000,2097000,240000000,240000000,240992000,242097000,10000010,16096050,10000000,10000000,10,6096050
92,495018000,899199000,10000000,10000000,1621000,3194000,100652000,503260000,2745000,2745000,380000000,380000000,382745000,382745000,394366000,395939000,10000000,10000000,1621000,3194000,0,0,2745000,2745000,380000000,380000000,382745000,382745000,10000010,16066010,10000000,10000000,10,6066010
3,466144000,466776000,10000000,10000000,2650000,2842000,100652000,100652000,2842000,3282000,350000000,350000000,352842000,353282000,365492000,366124000,10000000,10000000,2650000,2842000,0,0,2842000,3282000,350000000,350000000,352842000,353282000,10000010,11106020,10000000,10000000,10,1106020
33,550355000,550706000,10000000,10000000,4676000,5027000,100652000,100652000,5027000,5027000,430000000,430000000,435027000,435027000,449703000,450054000,10000000,10000000,4676000,5027000,0,0,5027000,5027000,430000000,430000000,435027000,435027000,10000010,11499010,10000000,10000000,10,1499010
