,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,1098506000,1100506000,10000000,10000000,17000000,19000000,634506000,634506000,17000000,17000000,420000000,420000000,437000000,437000000,464000000,466000000,10000000,10000000,17000000,19000000,0,0,17000000,17000000,420000000,420000000,437000000,437000000,10000010,57000020,10000000,10000000,10,47000020
31,732506000,732506000,10000000,10000000,19000000,19000000,634506000,634506000,19000000,19000000,50000000,50000000,69000000,69000000,98000000,98000000,10000000,10000000,19000000,19000000,0,0,19000000,19000000,50000000,50000000,69000000,69000000,10000010,32000010,10000000,10000000,10,22000010
61,3025506000,3026506000,10000000,10000000,10000000,11000000,634506000,634506000,11000000,11000000,2360000000,2360000000,2371000000,2371000000,2391000000,2392000000,10000000,10000000,10000000,11000000,0,0,11000000,11000000,2360000000,2360000000,2371000000,2371000000,10000010,96000040,10000000,10000000,10,86000040
91,3163506000,3164506000,10000000,10000000,19000000,20000000,634506000,634506000,20000000,20000000,2480000000,2480000000,2500000000,2500000000,2529000000,2530000000,10000000,10000000,19000000,20000000,0,0,20000000,20000000,2480000000,2480000000,2500000000,2500000000,10000010,32000010,10000000,10000000,10,22000010
121,3447506000,3448506000,10000000,10000000,1000000,2000000,634506000,634506000,2000000,2000000,2800000000,2800000000,2802000000,2802000000,2813000000,2814000000,10000000,10000000,1000000,2000000,0,0,2000000,2000000,2800000000,2800000000,2802000000,2802000000,10000010,92000030,10000000,10000000,10,82000030
151,1439506000,1440506000,10000000,10000000,7000000,8000000,634506000,634506000,8000000,8000000,780000000,780000000,788000000,788000000,805000000,806000000,10000000,10000000,7000000,8000000,0,0,8000000,8000000,780000000,780000000,788000000,788000000,10000010,18000020,10000000,10000000,10,8000020
181,2294506000,2294506000,10000000,10000000,20000000,20000000,634506000,634506000,20000000,20000000,1610000000,1610000000,1630000000,1630000000,1660000000,1660000000,10000000,10000000,20000000,20000000,0,0,20000000,20000000,1610000000,1610000000,1630000000,1630000000,10000010,37000040,10000000,10000000,10,27000040
211,1114506000,1114506000,10000000,10000000,20000000,20000000,634506000,634506000,20000000,20000000,430000000,430000000,450000000,450000000,480000000,480000000,10000000,10000000,20000000,20000000,0,0,20000000,20000000,430000000,430000000,450000000,450000000,10000010,11000010,10000000,10000000,10,1000010
241,690506000,691506000,10000000,10000000,8000000,9000000,634506000,634506000,8000000,8000000,30000000,30000000,38000000,38000000,56000000,57000000,10000000,10000000,8000000,9000000,0,0,8000000,8000000,30000000,30000000,38000000,38000000,10000010,11000010,10000000,10000000,10,1000010
271,2331506000,2332506000,10000000,10000000,8000000,9000000,634506000,634506000,9000000,9000000,1670000000,1670000000,1679000000,1679000000,1697000000,1698000000,10000000,10000000,8000000,9000000,0,0,9000000,9000000,1670000000,1670000000,1679000000,1679000000,10000010,26000040,10000000,10000000,10,16000040
301,2603506000,2604506000,10000000,10000000,9000000,10000000,634506000,634506000,10000000,10000000,1940000000,1940000000,1950000000,1950000000,1969000000,1970000000,10000000,10000000,9000000,10000000,0,0,10000000,10000000,1940000000,1940000000,1950000000,1950000000,10000010,26000040,10000000,10000000,10,16000040
331,3061506000,3062506000,10000000,10000000,8000000,9000000,634506000,634506000,9000000,9000000,2400000000,2400000000,2409000000,2409000000,2427000000,2428000000,10000000,10000000,8000000,9000000,0,0,9000000,9000000,2400000000,2400000000,2409000000,2409000000,10000010,43000020,10000000,10000000,10,33000020
361,690506000,691506000,10000000,10000000,8000000,9000000,634506000,634506000,8000000,8000000,30000000,30000000,38000000,38000000,56000000,57000000,10000000,10000000,8000000,9000000,0,0,8000000,8000000,30000000,30000000,38000000,38000000,10000010,11000010,10000000,10000000,10,1000010
