,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,158934000,158984000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,13350000,13400000,10000000,10000000,100000,150000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10250030,10000000,10000000,10,250030
31,158984000,159034000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,13400000,13450000,10000000,10000000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10250030,10000000,10000000,10,250030
61,158784000,158884000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,13200000,13300000,10000000,10000000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,10000010,10100010,10000000,10000000,10,100010
91,158784000,158884000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,13200000,13300000,10000000,10000000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,10000010,10100010,10000000,10000000,10,100010
121,158984000,159034000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,13400000,13450000,10000000,10000000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10250030,10000000,10000000,10,250030
151,158984000,159034000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,13400000,13450000,10000000,10000000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10250030,10000000,10000000,10,250030
181,158784000,158884000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,13200000,13300000,10000000,10000000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,10000010,10100010,10000000,10000000,10,100010
211,158784000,158884000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,2800000,2800000,3000000,3000000,13200000,13300000,10000000,10000000,200000,300000,0,0,200000,200000,2800000,2800000,3000000,3000000,10000010,10100010,10000000,10000000,10,100010
241,158984000,159034000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,3100000,3100000,3250000,3250000,13400000,13450000,10000000,10000000,150000,200000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10250030,10000000,10000000,10,250030
271,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
301,158984000,1178222000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,3100000,3100000,3250000,3250000,13400000,13550000,10000000,10000000,150000,300000,0,0,150000,150000,3100000,3100000,3250000,3250000,10000010,10150020,10000000,10000000,10,150020
