,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,455058000,455883000,1000000,1000000,2919000,3744000,263395000,263395000,3744000,3744000,184000000,184000000,187744000,187744000,191663000,192488000,1000000,1000000,2919000,3744000,0,0,3744000,3744000,184000000,184000000,187744000,187744000,1000010,2650020,1000000,1000000,10,1650020
31,464155000,635075000,1000000,1000000,13135000,14625000,263395000,263395000,14625000,17055000,172000000,339000000,186625000,356055000,200760000,371680000,1000000,1000000,13135000,14625000,0,0,14625000,17055000,172000000,339000000,186625000,356055000,1000010,5278060,1000000,1000000,10,4278060
61,371596000,371909000,1000000,1000000,10944000,11257000,263395000,263395000,11257000,11257000,85000000,85000000,96257000,96257000,108201000,108514000,1000000,1000000,10944000,11257000,0,0,11257000,11257000,85000000,85000000,96257000,96257000,1000010,13063070,1000000,1000000,10,12063070
91,459970000,460123000,1000000,1000000,3711000,3864000,263395000,263395000,3864000,3864000,188000000,188000000,191864000,191864000,196575000,196728000,1000000,1000000,3711000,3864000,0,0,3864000,3864000,188000000,188000000,191864000,191864000,1000010,5682130,1000000,1000000,10,4682130
121,458348000,458703000,1000000,1000000,1299000,1654000,263395000,263395000,1654000,1654000,191000000,191000000,192654000,192654000,194953000,195308000,1000000,1000000,1299000,1654000,0,0,1654000,1654000,191000000,191000000,192654000,192654000,1000010,4228120,1000000,1000000,10,3228120
151,282604000,283222000,1000000,1000000,18209000,18827000,263395000,263395000,0,0,0,0,0,0,19209000,19827000,1000000,1000000,18209000,18827000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
181,451114000,593470000,1000000,1000000,15549000,16170000,263395000,263395000,16170000,17905000,155000000,295000000,171170000,312905000,187719000,330075000,1000000,1000000,15549000,16170000,0,0,16170000,17905000,155000000,295000000,171170000,312905000,1000010,6446070,1000000,1000000,10,5446070
211,275113000,275170000,1000000,1000000,10718000,10775000,263395000,263395000,0,0,0,0,0,0,11718000,11775000,1000000,1000000,10718000,10775000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
241,267252000,267674000,1000000,1000000,2857000,3279000,263395000,263395000,0,0,0,0,0,0,3857000,4279000,1000000,1000000,2857000,3279000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
271,266170000,529998000,1000000,1000000,1775000,2208000,263395000,526790000,0,0,0,0,0,0,2775000,3208000,1000000,1000000,1775000,2208000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
301,437342000,701374000,1000000,1000000,3155000,3792000,263395000,526790000,3792000,3792000,166000000,166000000,169792000,169792000,173947000,174584000,1000000,1000000,3155000,3792000,0,0,3792000,3792000,166000000,166000000,169792000,169792000,1000010,5355140,1000000,1000000,10,4355140
331,462783000,990465000,1000000,1000000,13748000,14640000,263395000,790185000,14640000,14640000,170000000,170000000,184640000,184640000,199388000,200280000,1000000,1000000,13748000,14640000,0,0,14640000,14640000,170000000,170000000,184640000,184640000,1000010,16225120,1000000,1000000,10,15225120
361,466005000,729770000,1000000,1000000,4120000,4490000,263395000,526790000,4490000,4490000,193000000,193000000,197490000,197490000,202610000,202980000,1000000,1000000,4120000,4490000,0,0,4490000,4490000,193000000,193000000,197490000,197490000,1000010,1825010,1000000,1000000,10,825010
391,270423000,798038000,1000000,1000000,978000,1803000,263395000,790185000,1050000,1050000,4000000,4000000,5050000,5050000,7028000,7853000,1000000,1000000,978000,1803000,0,0,1050000,1050000,4000000,4000000,5050000,5050000,1000010,1000000,1000000,1000000,10,0
421,264933000,792988000,1000000,1000000,538000,1803000,263395000,790185000,0,0,0,0,0,0,1538000,2803000,1000000,1000000,538000,1803000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2,454802000,455233000,1000000,1000000,2488000,2919000,263395000,263395000,2919000,2919000,185000000,185000000,187919000,187919000,191407000,191838000,1000000,1000000,2488000,2919000,0,0,2919000,2919000,185000000,185000000,187919000,187919000,1000010,2950020,1000000,1000000,10,1950020
32,441016000,587739000,1000000,1000000,12486000,13135000,263395000,263395000,13135000,18209000,151000000,292000000,164135000,310209000,177621000,324344000,1000000,1000000,12486000,13135000,0,0,13135000,18209000,151000000,292000000,164135000,310209000,1000010,6074070,1000000,1000000,10,5074070
62,367814000,428514000,1000000,1000000,10475000,10944000,263395000,263395000,10944000,11175000,82000000,142000000,92944000,153175000,104419000,165119000,1000000,1000000,10475000,10944000,0,0,10944000,11175000,82000000,142000000,92944000,153175000,1000010,13215100,1000000,1000000,10,12215100
92,468337000,468539000,1000000,1000000,15370000,15572000,263395000,263395000,15572000,15572000,173000000,173000000,188572000,188572000,204942000,205144000,1000000,1000000,15370000,15572000,0,0,15572000,15572000,173000000,173000000,188572000,188572000,1000010,6112070,1000000,1000000,10,5112070
122,438644000,610016000,1000000,1000000,950000,1299000,263395000,263395000,1299000,2322000,172000000,342000000,173299000,344322000,175249000,346621000,1000000,1000000,950000,1299000,0,0,1299000,2322000,172000000,342000000,173299000,344322000,1000010,3879110,1000000,1000000,10,2879110
