,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,2110158000,2110983000,100000,100000,2919000,3744000,263395000,263395000,3744000,3744000,1840000000,1840000000,1843744000,1843744000,1846763000,1847588000,100000,100000,2919000,3744000,0,0,3744000,3744000,1840000000,1840000000,1843744000,1843744000,100010,1750020,100000,100000,10,1650020
31,2011255000,3685175000,100000,100000,13135000,14625000,263395000,263395000,14625000,17055000,1720000000,3390000000,1734625000,3407055000,1747860000,3421780000,100000,100000,13135000,14625000,0,0,14625000,17055000,1720000000,3390000000,1734625000,3407055000,100010,4378060,100000,100000,10,4278060
61,1135696000,1136009000,100000,100000,10944000,11257000,263395000,263395000,11257000,11257000,850000000,850000000,861257000,861257000,872301000,872614000,100000,100000,10944000,11257000,0,0,11257000,11257000,850000000,850000000,861257000,861257000,100010,12163070,100000,100000,10,12063070
91,2151070000,2151223000,100000,100000,3711000,3864000,263395000,263395000,3864000,3864000,1880000000,1880000000,1883864000,1883864000,1887675000,1887828000,100000,100000,3711000,3864000,0,0,3864000,3864000,1880000000,1880000000,1883864000,1883864000,100010,4782130,100000,100000,10,4682130
121,2176448000,2176803000,100000,100000,1299000,1654000,263395000,263395000,1654000,1654000,1910000000,1910000000,1911654000,1911654000,1913053000,1913408000,100000,100000,1299000,1654000,0,0,1654000,1654000,1910000000,1910000000,1911654000,1911654000,100010,3328120,100000,100000,10,3228120
151,281704000,282322000,100000,100000,18209000,18827000,263395000,263395000,0,0,0,0,0,0,18309000,18927000,100000,100000,18209000,18827000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
181,1845214000,3247570000,100000,100000,15549000,16170000,263395000,263395000,16170000,17905000,1550000000,2950000000,1566170000,2967905000,1581819000,2984175000,100000,100000,15549000,16170000,0,0,16170000,17905000,1550000000,2950000000,1566170000,2967905000,100010,5546070,100000,100000,10,5446070
211,274213000,274270000,100000,100000,10718000,10775000,263395000,263395000,0,0,0,0,0,0,10818000,10875000,100000,100000,10718000,10775000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
241,266352000,266774000,100000,100000,2857000,3279000,263395000,263395000,0,0,0,0,0,0,2957000,3379000,100000,100000,2857000,3279000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
271,265270000,529098000,100000,100000,1775000,2208000,263395000,526790000,0,0,0,0,0,0,1875000,2308000,100000,100000,1775000,2208000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
301,1930442000,2194474000,100000,100000,3155000,3792000,263395000,526790000,3792000,3792000,1660000000,1660000000,1663792000,1663792000,1667047000,1667684000,100000,100000,3155000,3792000,0,0,3792000,3792000,1660000000,1660000000,1663792000,1663792000,100010,4455140,100000,100000,10,4355140
331,1991883000,2519565000,100000,100000,13748000,14640000,263395000,790185000,14640000,14640000,1700000000,1700000000,1714640000,1714640000,1728488000,1729380000,100000,100000,13748000,14640000,0,0,14640000,14640000,1700000000,1700000000,1714640000,1714640000,100010,15325120,100000,100000,10,15225120
