,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,455934000,455984000,100000,100000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310350000,310400000,100000,100000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
31,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
61,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
91,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
121,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
151,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
181,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
211,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
241,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
271,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
301,455984000,1475222000,100000,100000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,310400000,310550000,100000,100000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,250020,100000,100000,10,150020
331,426084000,1445272000,100000,100000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,100000,100000,100000,10,0
2,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
32,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
62,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
92,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
122,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
152,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
182,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
212,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
242,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
272,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
302,145784000,582636000,100000,100000,100000,200000,145584000,582336000,0,0,0,0,0,0,200000,300000,100000,100000,100000,200000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
332,426084000,1445272000,100000,100000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,100000,100000,100000,10,0
3,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
33,455934000,455984000,100000,100000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310350000,310400000,100000,100000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
63,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
93,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
123,426084000,426184000,100000,100000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,280500000,280600000,100000,100000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,100010,200010,100000,100000,10,100010
153,455984000,456034000,100000,100000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,310400000,310450000,100000,100000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,100010,350030,100000,100000,10,250030
