,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,102749000,103146000,100000,100000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,2097000,2494000,100000,100000,1997000,2394000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
31,105291000,105445000,100000,100000,4539000,4693000,100652000,100652000,0,0,0,0,0,0,4639000,4793000,100000,100000,4539000,4693000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
61,353841000,354946000,100000,100000,992000,2097000,100652000,100652000,2097000,2097000,250000000,250000000,252097000,252097000,253189000,254294000,100000,100000,992000,2097000,0,0,2097000,2097000,250000000,250000000,252097000,252097000,100010,7188060,100000,100000,10,7088060
91,102820000,103116000,100000,100000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,2168000,2464000,100000,100000,2068000,2364000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
2,465399000,466052000,100000,100000,1997000,2650000,100652000,100652000,2650000,2650000,360000000,360000000,362650000,362650000,364747000,365400000,100000,100000,1997000,2650000,0,0,2650000,2650000,360000000,360000000,362650000,362650000,100010,1254030,100000,100000,10,1154030
32,150178000,150252000,100000,100000,4676000,4750000,100652000,100652000,4750000,4750000,40000000,40000000,44750000,44750000,49526000,49600000,100000,100000,4676000,4750000,0,0,4750000,4750000,40000000,40000000,44750000,44750000,100010,345010,100000,100000,10,245010
62,341744000,343841000,100000,100000,0,992000,100652000,100652000,992000,2097000,240000000,240000000,240992000,242097000,241092000,243189000,100000,100000,0,992000,0,0,992000,2097000,240000000,240000000,240992000,242097000,100010,6196050,100000,100000,10,6096050
92,485118000,889299000,100000,100000,1621000,3194000,100652000,503260000,2745000,2745000,380000000,380000000,382745000,382745000,384466000,386039000,100000,100000,1621000,3194000,0,0,2745000,2745000,380000000,380000000,382745000,382745000,100010,6166010,100000,100000,10,6066010
3,456244000,456876000,100000,100000,2650000,2842000,100652000,100652000,2842000,3282000,350000000,350000000,352842000,353282000,355592000,356224000,100000,100000,2650000,2842000,0,0,2842000,3282000,350000000,350000000,352842000,353282000,100010,1206020,100000,100000,10,1106020
33,540455000,540806000,100000,100000,4676000,5027000,100652000,100652000,5027000,5027000,430000000,430000000,435027000,435027000,439803000,440154000,100000,100000,4676000,5027000,0,0,5027000,5027000,430000000,430000000,435027000,435027000,100010,1599010,100000,100000,10,1499010
