,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,103649000,104046000,1000000,1000000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,2997000,3394000,1000000,1000000,1997000,2394000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
31,106191000,106345000,1000000,1000000,4539000,4693000,100652000,100652000,0,0,0,0,0,0,5539000,5693000,1000000,1000000,4539000,4693000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
61,354741000,355846000,1000000,1000000,992000,2097000,100652000,100652000,2097000,2097000,250000000,250000000,252097000,252097000,254089000,255194000,1000000,1000000,992000,2097000,0,0,2097000,2097000,250000000,250000000,252097000,252097000,1000010,8088060,1000000,1000000,10,7088060
91,103720000,104016000,1000000,1000000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,3068000,3364000,1000000,1000000,2068000,2364000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2,466299000,466952000,1000000,1000000,1997000,2650000,100652000,100652000,2650000,2650000,360000000,360000000,362650000,362650000,365647000,366300000,1000000,1000000,1997000,2650000,0,0,2650000,2650000,360000000,360000000,362650000,362650000,1000010,2154030,1000000,1000000,10,1154030
32,151078000,151152000,1000000,1000000,4676000,4750000,100652000,100652000,4750000,4750000,40000000,40000000,44750000,44750000,50426000,50500000,1000000,1000000,4676000,4750000,0,0,4750000,4750000,40000000,40000000,44750000,44750000,1000010,1245010,1000000,1000000,10,245010
62,342644000,344741000,1000000,1000000,0,992000,100652000,100652000,992000,2097000,240000000,240000000,240992000,242097000,241992000,244089000,1000000,1000000,0,992000,0,0,992000,2097000,240000000,240000000,240992000,242097000,1000010,7096050,1000000,1000000,10,6096050
92,486018000,890199000,1000000,1000000,1621000,3194000,100652000,503260000,2745000,2745000,380000000,380000000,382745000,382745000,385366000,386939000,1000000,1000000,1621000,3194000,0,0,2745000,2745000,380000000,380000000,382745000,382745000,1000010,7066010,1000000,1000000,10,6066010
3,457144000,457776000,1000000,1000000,2650000,2842000,100652000,100652000,2842000,3282000,350000000,350000000,352842000,353282000,356492000,357124000,1000000,1000000,2650000,2842000,0,0,2842000,3282000,350000000,350000000,352842000,353282000,1000010,2106020,1000000,1000000,10,1106020
33,541355000,541706000,1000000,1000000,4676000,5027000,100652000,100652000,5027000,5027000,430000000,430000000,435027000,435027000,440703000,441054000,1000000,1000000,4676000,5027000,0,0,5027000,5027000,430000000,430000000,435027000,435027000,1000010,2499010,1000000,1000000,10,1499010
63,362836000,364020000,1000000,1000000,0,1184000,100652000,100652000,1184000,1184000,260000000,260000000,261184000,261184000,262184000,263368000,1000000,1000000,0,1184000,0,0,1184000,1184000,260000000,260000000,261184000,261184000,1000010,2058020,1000000,1000000,10,1058020
93,357928000,459540000,1000000,1000000,2658000,3618000,100652000,201304000,3618000,3618000,250000000,250000000,253618000,253618000,257276000,258236000,1000000,1000000,2658000,3618000,0,0,3618000,3618000,250000000,250000000,253618000,253618000,1000010,3658020,1000000,1000000,10,2658020
4,103649000,104283000,1000000,1000000,1997000,2631000,100652000,100652000,0,0,0,0,0,0,2997000,3631000,1000000,1000000,1997000,2631000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
34,530853000,541355000,1000000,1000000,4525000,4676000,100652000,100652000,4676000,5027000,420000000,430000000,424676000,435027000,430201000,440703000,1000000,1000000,4525000,4676000,0,0,4676000,5027000,420000000,430000000,424676000,435027000,1000010,2850020,1000000,1000000,10,1850020
64,362548000,363444000,1000000,1000000,0,896000,100652000,100652000,896000,896000,260000000,260000000,260896000,260896000,261896000,262792000,1000000,1000000,0,896000,0,0,896000,896000,260000000,260000000,260896000,260896000,1000010,8915040,1000000,1000000,10,7915040
94,526410000,829684000,1000000,1000000,1928000,3246000,100652000,402608000,2830000,2830000,420000000,420000000,422830000,422830000,425758000,427076000,1000000,1000000,1928000,3246000,0,0,2830000,2830000,420000000,420000000,422830000,422830000,1000010,8333050,1000000,1000000,10,7333050
5,446594000,447542000,1000000,1000000,1997000,2945000,100652000,100652000,2945000,2945000,340000000,340000000,342945000,342945000,345942000,346890000,1000000,1000000,1997000,2945000,0,0,2945000,2945000,340000000,340000000,342945000,342945000,1000010,7160010,1000000,1000000,10,6160010
35,551397000,551642000,1000000,1000000,4750000,4995000,100652000,100652000,4995000,4995000,440000000,440000000,444995000,444995000,450745000,450990000,1000000,1000000,4750000,4995000,0,0,4995000,4995000,440000000,440000000,444995000,444995000,1000010,2412010,1000000,1000000,10,1412010
65,103649000,104046000,1000000,1000000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,2997000,3394000,1000000,1000000,1997000,2394000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
95,104846000,306618000,1000000,1000000,3194000,3662000,100652000,301956000,0,0,0,0,0,0,4194000,4662000,1000000,1000000,3194000,3662000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
6,435891000,436136000,1000000,1000000,1997000,2242000,100652000,100652000,2242000,2242000,330000000,330000000,332242000,332242000,335239000,335484000,1000000,1000000,1997000,2242000,0,0,2242000,2242000,330000000,330000000,332242000,332242000,1000010,2997020,1000000,1000000,10,1997020
36,143086000,144466000,1000000,1000000,5027000,6407000,100652000,100652000,6407000,6407000,30000000,30000000,36407000,36407000,42434000,43814000,1000000,1000000,5027000,6407000,0,0,6407000,6407000,30000000,30000000,36407000,36407000,1000010,1351010,1000000,1000000,10,351010
66,446491000,548428000,1000000,1000000,1997000,2842000,100652000,201304000,2842000,3282000,340000000,340000000,342842000,343282000,345839000,347124000,1000000,1000000,1997000,2842000,0,0,2842000,3282000,340000000,340000000,342842000,343282000,1000010,1440010,1000000,1000000,10,440010
96,380251000,785761000,1000000,1000000,3194000,6096000,100652000,503260000,5405000,5405000,270000000,270000000,275405000,275405000,279599000,282501000,1000000,1000000,3194000,6096000,0,0,5405000,5405000,270000000,270000000,275405000,275405000,1000010,8277050,1000000,1000000,10,7277050
7,364833000,365891000,1000000,1000000,1184000,1997000,100652000,100652000,1997000,2242000,260000000,260000000,261997000,262242000,264181000,265239000,1000000,1000000,1184000,1997000,0,0,1997000,2242000,260000000,260000000,261997000,262242000,1000010,8108020,1000000,1000000,10,7108020
37,151674000,151706000,1000000,1000000,4995000,5027000,100652000,100652000,5027000,5027000,40000000,40000000,45027000,45027000,51022000,51054000,1000000,1000000,4995000,5027000,0,0,5027000,5027000,40000000,40000000,45027000,45027000,1000010,1245010,1000000,1000000,10,245010
67,435486000,940507000,1000000,1000000,1184000,2945000,100652000,603912000,2650000,2650000,330000000,330000000,332650000,332650000,334834000,336595000,1000000,1000000,1184000,2945000,0,0,2650000,2650000,330000000,330000000,332650000,332650000,1000010,7160010,1000000,1000000,10,6160010
97,105005000,105314000,1000000,1000000,3353000,3662000,100652000,100652000,0,0,0,0,0,0,4353000,4662000,1000000,1000000,3353000,3662000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
8,217542000,218128000,1000000,1000000,2945000,3194000,100652000,100652000,2945000,3282000,110000000,110000000,112945000,113282000,116890000,117476000,1000000,1000000,2945000,3194000,0,0,2945000,3282000,110000000,110000000,112945000,113282000,1000010,2298020,1000000,1000000,10,1298020
38,553054000,554466000,1000000,1000000,4995000,6407000,100652000,100652000,6407000,6407000,440000000,440000000,446407000,446407000,452402000,453814000,1000000,1000000,4995000,6407000,0,0,6407000,6407000,440000000,440000000,446407000,446407000,1000010,2077020,1000000,1000000,10,1077020
68,103649000,104283000,1000000,1000000,1997000,2631000,100652000,100652000,0,0,0,0,0,0,2997000,3631000,1000000,1000000,1997000,2631000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
98,517238000,921296000,1000000,1000000,2068000,3518000,100652000,503260000,3518000,3518000,410000000,410000000,413518000,413518000,416586000,418036000,1000000,1000000,2068000,3518000,0,0,3518000,3518000,410000000,410000000,413518000,413518000,1000010,7238040,1000000,1000000,10,6238040
9,193408000,199274000,1000000,1000000,2945000,8811000,100652000,100652000,8811000,8811000,80000000,80000000,88811000,88811000,92756000,98622000,1000000,1000000,2945000,8811000,0,0,8811000,8811000,80000000,80000000,88811000,88811000,1000010,2298020,1000000,1000000,10,1298020
39,103720000,104016000,1000000,1000000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,3068000,3364000,1000000,1000000,2068000,2364000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
69,206931000,515701000,1000000,1000000,1997000,8811000,100652000,402608000,3282000,3282000,100000000,100000000,103282000,103282000,106279000,113093000,1000000,1000000,1997000,8811000,0,0,3282000,3282000,100000000,100000000,103282000,103282000,1000010,1632020,1000000,1000000,10,632020
99,525735000,731122000,1000000,1000000,0,4083000,100652000,301956000,4083000,4083000,420000000,420000000,424083000,424083000,425083000,429166000,1000000,1000000,0,4083000,0,0,4083000,4083000,420000000,420000000,424083000,424083000,1000010,6405060,1000000,1000000,10,5405060
10,217879000,218216000,1000000,1000000,2945000,3282000,100652000,100652000,3282000,3282000,110000000,110000000,113282000,113282000,117227000,117564000,1000000,1000000,2945000,3282000,0,0,3282000,3282000,110000000,110000000,113282000,113282000,1000010,1885020,1000000,1000000,10,885020
40,406914000,408040000,1000000,1000000,2068000,3194000,100652000,100652000,3194000,3194000,300000000,300000000,303194000,303194000,306262000,307388000,1000000,1000000,2068000,3194000,0,0,3194000,3194000,300000000,300000000,303194000,303194000,1000010,1000000,1000000,1000000,10,0
70,104397000,211115000,1000000,1000000,2745000,8811000,100652000,201304000,0,0,0,0,0,0,3745000,9811000,1000000,1000000,2745000,8811000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
100,280575000,484457000,1000000,1000000,3518000,6096000,100652000,301956000,5405000,5405000,170000000,170000000,175405000,175405000,179923000,182501000,1000000,1000000,3518000,6096000,0,0,5405000,5405000,170000000,170000000,175405000,175405000,1000010,2446020,1000000,1000000,10,1446020
11,503208000,509274000,1000000,1000000,2745000,8811000,100652000,100652000,8811000,8811000,390000000,390000000,398811000,398811000,402556000,408622000,1000000,1000000,2745000,8811000,0,0,8811000,8811000,390000000,390000000,398811000,398811000,1000010,3745040,1000000,1000000,10,2745040
41,375341000,396914000,1000000,1000000,1621000,2068000,100652000,100652000,2068000,3194000,270000000,290000000,272068000,293194000,274689000,296262000,1000000,1000000,1621000,2068000,0,0,2068000,3194000,270000000,290000000,272068000,293194000,1000010,7743020,1000000,1000000,10,6743020
71,457584000,558868000,1000000,1000000,2650000,3282000,100652000,201304000,3282000,3282000,350000000,350000000,353282000,353282000,356932000,357564000,1000000,1000000,2650000,3282000,0,0,3282000,3282000,350000000,350000000,353282000,353282000,1000010,1666010,1000000,1000000,10,666010
