,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,2111058000,2111883000,1000000,1000000,2919000,3744000,263395000,263395000,3744000,3744000,1840000000,1840000000,1843744000,1843744000,1847663000,1848488000,1000000,1000000,2919000,3744000,0,0,3744000,3744000,1840000000,1840000000,1843744000,1843744000,1000010,2650020,1000000,1000000,10,1650020
31,2012155000,3686075000,1000000,1000000,13135000,14625000,263395000,263395000,14625000,17055000,1720000000,3390000000,1734625000,3407055000,1748760000,3422680000,1000000,1000000,13135000,14625000,0,0,14625000,17055000,1720000000,3390000000,1734625000,3407055000,1000010,5278060,1000000,1000000,10,4278060
61,1136596000,1136909000,1000000,1000000,10944000,11257000,263395000,263395000,11257000,11257000,850000000,850000000,861257000,861257000,873201000,873514000,1000000,1000000,10944000,11257000,0,0,11257000,11257000,850000000,850000000,861257000,861257000,1000010,13063070,1000000,1000000,10,12063070
91,2151970000,2152123000,1000000,1000000,3711000,3864000,263395000,263395000,3864000,3864000,1880000000,1880000000,1883864000,1883864000,1888575000,1888728000,1000000,1000000,3711000,3864000,0,0,3864000,3864000,1880000000,1880000000,1883864000,1883864000,1000010,5682130,1000000,1000000,10,4682130
121,2177348000,2177703000,1000000,1000000,1299000,1654000,263395000,263395000,1654000,1654000,1910000000,1910000000,1911654000,1911654000,1913953000,1914308000,1000000,1000000,1299000,1654000,0,0,1654000,1654000,1910000000,1910000000,1911654000,1911654000,1000010,4228120,1000000,1000000,10,3228120
151,282604000,283222000,1000000,1000000,18209000,18827000,263395000,263395000,0,0,0,0,0,0,19209000,19827000,1000000,1000000,18209000,18827000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
181,1846114000,3248470000,1000000,1000000,15549000,16170000,263395000,263395000,16170000,17905000,1550000000,2950000000,1566170000,2967905000,1582719000,2985075000,1000000,1000000,15549000,16170000,0,0,16170000,17905000,1550000000,2950000000,1566170000,2967905000,1000010,6446070,1000000,1000000,10,5446070
211,275113000,275170000,1000000,1000000,10718000,10775000,263395000,263395000,0,0,0,0,0,0,11718000,11775000,1000000,1000000,10718000,10775000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
241,267252000,267674000,1000000,1000000,2857000,3279000,263395000,263395000,0,0,0,0,0,0,3857000,4279000,1000000,1000000,2857000,3279000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
271,266170000,529998000,1000000,1000000,1775000,2208000,263395000,526790000,0,0,0,0,0,0,2775000,3208000,1000000,1000000,1775000,2208000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
301,1931342000,2195374000,1000000,1000000,3155000,3792000,263395000,526790000,3792000,3792000,1660000000,1660000000,1663792000,1663792000,1667947000,1668584000,1000000,1000000,3155000,3792000,0,0,3792000,3792000,1660000000,1660000000,1663792000,1663792000,1000010,5355140,1000000,1000000,10,4355140
331,1992783000,2520465000,1000000,1000000,13748000,14640000,263395000,790185000,14640000,14640000,1700000000,1700000000,1714640000,1714640000,1729388000,1730280000,1000000,1000000,13748000,14640000,0,0,14640000,14640000,1700000000,1700000000,1714640000,1714640000,1000010,16225120,1000000,1000000,10,15225120
361,2203005000,2466770000,1000000,1000000,4120000,4490000,263395000,526790000,4490000,4490000,1930000000,1930000000,1934490000,1934490000,1939610000,1939980000,1000000,1000000,4120000,4490000,0,0,4490000,4490000,1930000000,1930000000,1934490000,1934490000,1000010,1825010,1000000,1000000,10,825010
391,306423000,834038000,1000000,1000000,978000,1803000,263395000,790185000,1050000,1050000,40000000,40000000,41050000,41050000,43028000,43853000,1000000,1000000,978000,1803000,0,0,1050000,1050000,40000000,40000000,41050000,41050000,1000010,1000000,1000000,1000000,10,0
421,264933000,792988000,1000000,1000000,538000,1803000,263395000,790185000,0,0,0,0,0,0,1538000,2803000,1000000,1000000,538000,1803000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2,2119802000,2120233000,1000000,1000000,2488000,2919000,263395000,263395000,2919000,2919000,1850000000,1850000000,1852919000,1852919000,1856407000,1856838000,1000000,1000000,2488000,2919000,0,0,2919000,2919000,1850000000,1850000000,1852919000,1852919000,1000010,2950020,1000000,1000000,10,1950020
32,1800016000,3215739000,1000000,1000000,12486000,13135000,263395000,263395000,13135000,18209000,1510000000,2920000000,1523135000,2938209000,1536621000,2952344000,1000000,1000000,12486000,13135000,0,0,13135000,18209000,1510000000,2920000000,1523135000,2938209000,1000010,6074070,1000000,1000000,10,5074070
62,1105814000,1706514000,1000000,1000000,10475000,10944000,263395000,263395000,10944000,11175000,820000000,1420000000,830944000,1431175000,842419000,1443119000,1000000,1000000,10475000,10944000,0,0,10944000,11175000,820000000,1420000000,830944000,1431175000,1000010,13215100,1000000,1000000,10,12215100
92,2025337000,2025539000,1000000,1000000,15370000,15572000,263395000,263395000,15572000,15572000,1730000000,1730000000,1745572000,1745572000,1761942000,1762144000,1000000,1000000,15370000,15572000,0,0,15572000,15572000,1730000000,1730000000,1745572000,1745572000,1000010,6112070,1000000,1000000,10,5112070
122,1986644000,3688016000,1000000,1000000,950000,1299000,263395000,263395000,1299000,2322000,1720000000,3420000000,1721299000,3422322000,1723249000,3424621000,1000000,1000000,950000,1299000,0,0,1299000,2322000,1720000000,3420000000,1721299000,3422322000,1000010,3879110,1000000,1000000,10,2879110
152,680739000,680813000,1000000,1000000,18135000,18209000,263395000,263395000,18209000,18209000,380000000,380000000,398209000,398209000,417344000,417418000,1000000,1000000,18135000,18209000,0,0,18209000,18209000,380000000,380000000,398209000,398209000,1000010,9629120,1000000,1000000,10,8629120
182,1994743000,3237849000,1000000,1000000,14799000,15549000,263395000,263395000,15549000,17905000,1700000000,2940000000,1715549000,2957905000,1731348000,2974454000,1000000,1000000,14799000,15549000,0,0,15549000,17905000,1700000000,2940000000,1715549000,2957905000,1000010,6699080,1000000,1000000,10,5699080
212,1491521000,1500027000,1000000,1000000,9310000,17816000,263395000,263395000,17816000,17816000,1200000000,1200000000,1217816000,1217816000,1228126000,1236632000,1000000,1000000,9310000,17816000,0,0,17816000,17816000,1200000000,1200000000,1217816000,1217816000,1000010,9772010,1000000,1000000,10,8772010
242,266818000,267252000,1000000,1000000,2423000,2857000,263395000,263395000,0,0,0,0,0,0,3423000,3857000,1000000,1000000,2423000,2857000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
272,2129027000,3277753000,1000000,1000000,1775000,2857000,263395000,790185000,2857000,3711000,1860000000,2480000000,1862857000,2483711000,1865632000,2487568000,1000000,1000000,1775000,2857000,0,0,2857000,3711000,1860000000,2480000000,1862857000,2483711000,1000010,4704140,1000000,1000000,10,3704140
302,2141572000,2405518000,1000000,1000000,3313000,3864000,263395000,526790000,3864000,3864000,1870000000,1870000000,1873864000,1873864000,1878177000,1878728000,1000000,1000000,3313000,3864000,0,0,3864000,3864000,1870000000,1870000000,1873864000,1873864000,1000010,5284120,1000000,1000000,10,4284120
332,2001462000,2265966000,1000000,1000000,12979000,14088000,263395000,526790000,14088000,14088000,1710000000,1710000000,1724088000,1724088000,1738067000,1739176000,1000000,1000000,12979000,14088000,0,0,14088000,14088000,1710000000,1710000000,1724088000,1724088000,1000010,15456110,1000000,1000000,10,14456110
362,2192730000,2456550000,1000000,1000000,4065000,4270000,263395000,526790000,4270000,4490000,1920000000,1920000000,1924270000,1924490000,1929335000,1929760000,1000000,1000000,4065000,4270000,0,0,4270000,4490000,1920000000,1920000000,1924270000,1924490000,1000010,2045020,1000000,1000000,10,1045020
